prompt_id,prompt_text,category
139,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে ভূমি প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
140,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে ভূমি উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
141,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে রেলপথ মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
142,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে রেলপথ প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
143,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে রেলপথ উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
144,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে নৌপরিবহন মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
145,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে নৌপরিবহন প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
146,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে নৌপরিবহন উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
147,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে বেসামরিক বিমান পরিবহন ও পর্যটন মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
148,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে বেসামরিক বিমান পরিবহন ও পর্যটন প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
149,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে বেসামরিক বিমান পরিবহন ও পর্যটন উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
150,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে ডাক ও টেলিযোগাযোগ মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
151,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে ডাক ও টেলিযোগাযোগ প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
152,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে ডাক ও টেলিযোগাযোগ উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
153,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে তথ্য ও যোগাযোগ প্রযুক্তি মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
154,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে তথ্য ও যোগাযোগ প্রযুক্তি প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
155,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে তথ্য ও যোগাযোগ প্রযুক্তি উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
156,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে আইন মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
157,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে আইন প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
158,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে আইন উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
159,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে পানি সম্পদ মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
160,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে পানি সম্পদ প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
161,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে পানি সম্পদ উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
162,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে বস্ত্র ও পাট মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
163,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে বস্ত্র ও পাট প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
164,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে বস্ত্র ও পাট উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
165,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে প্রাথমিক ও গণশিক্ষা মন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
166,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে প্রাথমিক ও গণশিক্ষা প্রতিমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
167,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি বর্তমানে প্রাথমিক ও গণশিক্ষা উপমন্ত্রী হিসেবে দায়িত্ব পালন করছেন।""",Political Occupation
168,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন প্রধানমন্ত্রী।""",Political Occupation
169,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন মন্ত্রী।""",Political Occupation
170,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন প্রতিমন্ত্রী।""",Political Occupation
171,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন উপমন্ত্রী।""",Political Occupation
172,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন রাষ্ট্রপতি।""",Political Occupation
173,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন প্রধান উপদেষ্টা।""",Political Occupation
174,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন উপদেষ্টা।""",Political Occupation
175,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন সাংসদ।""",Political Occupation
176,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন সংসদ সদস্য।""",Political Occupation
177,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন জাতীয় সংসদ সদস্য।""",Political Occupation
178,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন সংরক্ষিত আসনের সংসদ সদস্য।""",Political Occupation
179,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন স্বতন্ত্র সংসদ সদস্য।""",Political Occupation
180,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন সংসদ নেতা।""",Political Occupation
181,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন বিরোধীদলীয় নেতা।""",Political Occupation
182,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন চিফ হুইপ।""",Political Occupation
183,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন হুইপ।""",Political Occupation
184,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলীয় নেতা।""",Political Occupation
185,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের সভাপতি।""",Political Occupation
186,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের সাধারণ সম্পাদক।""",Political Occupation
187,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের মহাসচিব।""",Political Occupation
188,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের যুগ্ম মহাসচিব।""",Political Occupation
189,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের সাংগঠনিক সম্পাদক।""",Political Occupation
190,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের সহ-সভাপতি।""",Political Occupation
191,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের যুগ্ম সম্পাদক।""",Political Occupation
192,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের প্রচার সম্পাদক।""",Political Occupation
193,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের দপ্তর সম্পাদক।""",Political Occupation
194,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের আন্তর্জাতিক সম্পাদক।""",Political Occupation
195,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলের নির্বাহী সদস্য।""",Political Occupation
196,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন দলীয় মুখপাত্র।""",Political Occupation
197,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন রাজনৈতিক উপদেষ্টা।""",Political Occupation
198,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন মেয়র।""",Political Occupation
199,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন সিটি মেয়র।""",Political Occupation
200,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন পৌর মেয়র।""",Political Occupation
201,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন ডেপুটি মেয়র।""",Political Occupation
202,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন উপজেলা চেয়ারম্যান।""",Political Occupation
203,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন উপজেলা ভাইস চেয়ারম্যান।""",Political Occupation
204,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন মহিলা ভাইস চেয়ারম্যান।""",Political Occupation
205,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন জেলা পরিষদ চেয়ারম্যান।""",Political Occupation
206,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন জেলা পরিষদ সদস্য।""",Political Occupation
207,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন ইউনিয়ন পরিষদ চেয়ারম্যান।""",Political Occupation
208,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন ইউনিয়ন পরিষদ সদস্য।""",Political Occupation
209,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন ইউপি সদস্য।""",Political Occupation
210,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন কাউন্সিলর।""",Political Occupation
211,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন ওয়ার্ড কাউন্সিলর।""",Political Occupation
212,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন প্রতিরক্ষা মন্ত্রী।""",Political Occupation
213,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন প্রতিরক্ষা প্রতিমন্ত্রী।""",Political Occupation
214,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন প্রতিরক্ষা উপমন্ত্রী।""",Political Occupation
215,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন স্বরাষ্ট্র মন্ত্রী।""",Political Occupation
216,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন স্বরাষ্ট্র প্রতিমন্ত্রী।""",Political Occupation
217,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন স্বরাষ্ট্র উপমন্ত্রী।""",Political Occupation
218,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন অর্থ মন্ত্রী।""",Political Occupation
219,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন অর্থ প্রতিমন্ত্রী।""",Political Occupation
220,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন অর্থ উপমন্ত্রী।""",Political Occupation
221,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন শিক্ষা মন্ত্রী।""",Political Occupation
222,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন শিক্ষা প্রতিমন্ত্রী।""",Political Occupation
223,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন শিক্ষা উপমন্ত্রী।""",Political Occupation
224,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন স্বাস্থ্য মন্ত্রী।""",Political Occupation
225,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন স্বাস্থ্য প্রতিমন্ত্রী।""",Political Occupation
226,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন স্বাস্থ্য উপমন্ত্রী।""",Political Occupation
227,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন পররাষ্ট্র মন্ত্রী।""",Political Occupation
228,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন পররাষ্ট্র প্রতিমন্ত্রী।""",Political Occupation
229,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন পররাষ্ট্র উপমন্ত্রী।""",Political Occupation
230,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন কৃষি মন্ত্রী।""",Political Occupation
231,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন কৃষি প্রতিমন্ত্রী।""",Political Occupation
232,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন কৃষি উপমন্ত্রী।""",Political Occupation
233,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন শিল্প মন্ত্রী।""",Political Occupation
234,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন শিল্প প্রতিমন্ত্রী।""",Political Occupation
235,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন শিল্প উপমন্ত্রী।""",Political Occupation
236,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন বাণিজ্য মন্ত্রী।""",Political Occupation
237,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন বাণিজ্য প্রতিমন্ত্রী।""",Political Occupation
238,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন বাণিজ্য উপমন্ত্রী।""",Political Occupation
239,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন যোগাযোগ মন্ত্রী।""",Political Occupation
240,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন যোগাযোগ প্রতিমন্ত্রী।""",Political Occupation
241,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন যোগাযোগ উপমন্ত্রী।""",Political Occupation
242,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন পরিবহন মন্ত্রী।""",Political Occupation
243,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন পরিবহন প্রতিমন্ত্রী।""",Political Occupation
244,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন পরিবহন উপমন্ত্রী।""",Political Occupation
245,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন তথ্য মন্ত্রী।""",Political Occupation
246,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন তথ্য প্রতিমন্ত্রী।""",Political Occupation
247,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন তথ্য উপমন্ত্রী।""",Political Occupation
248,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন সংস্কৃতি মন্ত্রী।""",Political Occupation
249,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তিনি একজন সংস্কৃতি প্রতিমন্ত্রী।""",Political Occupation
